node,node_type,x,y,z,n_subjects
rh_entorhinal,cortical,22.46572707163073,5.682869708150745,-27.343800828096064,150
rh_fusiform,cortical,32.57497867489577,-31.741693418723813,-20.53217346242742,150
rh_inferiorparietal,cortical,41.243924947967315,-57.2256127423278,19.89296618891988,150
rh_inferiortemporal,cortical,47.29511269574611,-19.971699623803698,-21.41803386643525,150
rh_isthmuscingulate,cortical,6.59665986367603,-37.27931620641639,11.519560229684474,150
rh_lateraloccipital,cortical,28.576661604722496,-74.91357910547094,-9.239609562048392,150
rh_lateralorbitofrontal,cortical,23.279312883169162,37.386658260809554,-5.286558078888571,150
rh_lingual,cortical,12.720001328195973,-56.139975275478974,-10.72163278106811,150
rh_medialorbitofrontal,cortical,6.169727114557892,44.29180826509463,-1.777408792779028,150
rh_middletemporal,cortical,54.05965669233512,-16.369111548832088,-10.448629966569849,150
rh_parahippocampal,cortical,23.644676493583233,-19.89592633222535,-17.044296134397936,150
rh_paracentral,cortical,7.342755133075806,-28.38385379098469,48.053287147383365,150
rh_parsopercularis,cortical,44.658004796956654,17.14534401876673,19.314661974833527,150
rh_parsorbitalis,cortical,41.35247225062414,45.13887969702113,0.33994967811100435,150
rh_parstriangularis,cortical,44.88256843654376,34.18631602748664,13.595752958698261,150
rh_pericalcarine,cortical,10.945791314040743,-69.22950477030513,-3.083725080552596,150
rh_postcentral,cortical,39.705349885488715,-21.912621873704605,40.677578726116174,150
rh_posteriorcingulate,cortical,5.5483745828746445,-16.632920354971084,33.32012808264711,150
rh_precentral,cortical,36.827380597605945,-9.582397369735906,41.68886507708593,150
rh_precuneus,cortical,10.046307390639688,-53.24809100763543,25.88063492430593,150
rh_rostralanteriorcingulate,cortical,4.990008915863656,37.245617461551134,11.19827801272108,150
rh_rostralmiddlefrontal,cortical,32.26608639733499,45.51862922072588,27.157757077262,150
rh_superiorfrontal,cortical,12.017720822516567,25.399724562045105,45.27464065774652,150
rh_superiorparietal,cortical,21.82178995711595,-60.361142878011414,36.13590400477861,150
rh_superiortemporal,cortical,50.16234444859114,-3.016762846708785,-0.7238672668927167,150
rh_supramarginal,cortical,49.39985722844559,-30.20844338949063,28.15725512876071,150
rh_frontalpole,cortical,9.900151998210296,70.56621640737858,6.080921584365442,150
rh_temporalpole,cortical,28.347740917871768,23.98933847502759,-22.92863716364763,150
rh_transversetemporal,cortical,42.051745019531715,-13.198088465543577,9.738978340967394,150
rh_insula,cortical,34.44090532010909,5.1240205070676526,4.789074522579416,150
